"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"15036-9448","SG","Jamal","Crawford","19.075","68","4700","LAC@NO","LAC","NO","","","",""
"15036-9960","SF","Omri","Casspi","21.842622950819674","61","4500","SAC@NY","SAC","NY","GTD","Ankle","",""
"15036-23670","PG","Marcus","Smart","21.272916666666667","48","4400","BOS@PHI","BOS","PHI","","","",""
"15036-9810","PG","Jerryd","Bayless","19.710869565217394","46","4400","UTA@MIL","MIL","UTA","","","",""
"15036-22541","C","Kelly","Olynyk","18.982142857142858","56","4200","BOS@PHI","BOS","PHI","","","",""
"15036-9539","PF","Carl","Landry","13.114814814814816","27","4200","BOS@PHI","PHI","BOS","","","",""
"15036-15631","SF","Hollis","Thompson","15.704615384615384","65","4200","BOS@PHI","PHI","BOS","","","",""
"15036-19456","PG","Isaiah","Canaan","16.8","68","4100","BOS@PHI","PHI","BOS","","","",""
"15036-23801","SG","Nik","Stauskas","14.029508196721311","61","4100","BOS@PHI","PHI","BOS","","","",""
"15036-9712","PG","Jose","Calderon","18.05","66","4000","SAC@NY","NY","SAC","GTD","Ankle","",""
"15036-59318","SF","Joe","Ingles","8.370588235294118","68","3800","UTA@MIL","UTA","MIL","","","",""
"15036-15591","C","Miles","Plumlee","10.84375","48","3800","UTA@MIL","MIL","UTA","","","",""
"15036-14500","PF","Derrick","Williams","14.727941176470589","68","3800","SAC@NY","NY","SAC","","","",""
"15036-9862","PF","Amir","Johnson","19.063636363636363","66","3800","BOS@PHI","BOS","PHI","","","",""
"15036-17230","SG","Langston","Galloway","17.12142857142857","70","3800","SAC@NY","NY","SAC","","","",""
"15036-12348","SF","Wesley","Johnson","14.370588235294118","68","3700","LAC@NO","LAC","NO","","","",""
"15036-23823","PF","Willie","Cauley-Stein","15.579245283018869","53","3700","SAC@NY","SAC","NY","GTD","Illness","",""
"15036-55061","SF","Damien","Inglis","4.25","12","3700","UTA@MIL","MIL","UTA","","","",""
"15036-42689","PG","Tyler","Ennis","6.693939393939394","33","3700","UTA@MIL","MIL","UTA","","","",""
"15036-12364","SG","James","Anderson","5.594736842105263","38","3600","SAC@NY","SAC","NY","","","",""
"15036-12335","PF","Kevin","Seraphin","9.074358974358974","39","3600","SAC@NY","NY","SAC","","","",""
"15036-12344","PG","Greivis","Vasquez","15.55625","16","3600","UTA@MIL","MIL","UTA","O","Ankle","",""
"15036-12350","PF","Trevor","Booker","16.12272727272727","66","3600","UTA@MIL","UTA","MIL","","","",""
"15036-9796","SF","Luc Richard","Mbah a Moute","7.508196721311475","61","3600","LAC@NO","LAC","NO","","","",""
"15036-11104","SF","Alonzo","Gee","10.891176470588235","68","3600","LAC@NO","NO","LAC","","","",""
"15036-15952","PF","John","Henson","16.020454545454545","44","3600","UTA@MIL","MIL","UTA","","","",""
"15036-9962","PF","Jonas","Jerebko","10.160606060606058","66","3600","BOS@PHI","BOS","PHI","O","Ankle","",""
"15036-58461","PF","Trey","Lyles","10.340298507462686","67","3600","UTA@MIL","UTA","MIL","","","",""
"15036-15792","C","Johnny","O'Bryant","7.07719298245614","57","3500","UTA@MIL","MIL","UTA","","","",""
"15036-12354","C","Cole","Aldrich","13.64782608695652","46","3500","LAC@NO","LAC","NO","","","",""
"15036-12353","C","Tibor","Pleiss","3.5833333333333335","12","3500","UTA@MIL","UTA","MIL","","","",""
"15036-9736","SF","Caron","Butler","6.738461538461538","13","3500","SAC@NY","SAC","NY","","","",""
"15036-16063","PF","Eric","Moreland","3.84","5","3500","SAC@NY","SAC","NY","GTD","Foot","",""
"15036-41063","PF","Jordan","Mickey","4.023076923076923","13","3500","BOS@PHI","BOS","PHI","","","",""
"15036-9731","C","Kosta","Koufos","14.953030303030303","66","3500","SAC@NY","SAC","NY","","","",""
"15036-16059","SG","Jared","Cunningham","4.4325","40","3500","UTA@MIL","MIL","UTA","","","",""
"15036-18393","PG","T.J.","McConnell","17.697058823529414","68","3500","BOS@PHI","PHI","BOS","","","",""
"15036-16859","SF","Lance","Thomas","12.23220338983051","59","3500","SAC@NY","NY","SAC","O","Knee","",""
"15036-9567","SG","Sasha","Vujacic","8.320408163265306","49","3500","SAC@NY","NY","SAC","","","",""
"15036-15843","PG","Trey","Burke","16.34193548387097","62","3500","UTA@MIL","UTA","MIL","","","",""
"15036-22647","SF","J.J.","O'Brien","1.6","2","3500","UTA@MIL","UTA","MIL","","","",""
"15036-17544","SF","Orlando","Johnson","7.857142857142857","7","3500","LAC@NO","NO","LAC","","","",""
"15036-15858","PF","Branden","Dawson","2.533333333333333","3","3500","LAC@NO","LAC","NO","O","Personal","",""
"15036-16071","PG","Tim","Frazier","5.608108108108108","37","3500","LAC@NO","NO","LAC","","","",""
"15036-17384","C","Kyle","O'Quinn","11.68392857142857","56","3500","SAC@NY","NY","SAC","","","",""
"15036-15592","PG","Austin","Rivers","13.098181818181818","55","3500","LAC@NO","LAC","NO","","","",""
"15036-12349","SF","Luke","Babbitt","7.9941176470588236","34","3500","LAC@NO","NO","LAC","","","",""
"15036-9804","C","Alexis","Ajinca","10.970212765957447","47","3500","LAC@NO","NO","LAC","GTD","Chest","",""
"15036-15583","SG","Seth","Curry","6.651515151515151","33","3500","SAC@NY","SAC","NY","","","",""
"15036-16378","SG","Erick","Green","2.966666666666667","9","3500","UTA@MIL","UTA","MIL","","","",""
"15036-42671","SF","James","Young","3.180769230769231","26","3500","BOS@PHI","BOS","PHI","","","",""
"15036-42677","PG","Terry","Rozier","4.482142857142857","28","3500","BOS@PHI","BOS","PHI","","","",""
"15036-16412","PG","Tony","Wroten","12.4","8","3500","SAC@NY","NY","SAC","O","Knee","",""
"15036-23447","PF","Richaun","Holmes","11.465306122448979","49","3500","BOS@PHI","PHI","BOS","O","Achilles","",""
"15036-16411","SG","C.J.","Wilcox","2.8642857142857143","14","3500","LAC@NO","LAC","NO","","","",""
"15036-58661","SG","Rashad","Vaughn","4.952459016393443","61","3500","UTA@MIL","MIL","UTA","","","",""
"15036-16443","PF","Duje","Dukan","0","0","3500","SAC@NY","SAC","NY","","","",""
"15036-16925","PF","Jarnell","Stokes","2.185714285714286","7","3500","LAC@NO","NO","LAC","","","",""
"15036-15727","SG","Ben","McLemore","12.08448275862069","58","3500","SAC@NY","SAC","NY","GTD","Finger","",""
"15036-15961","C","Tyler","Zeller","10.641176470588237","51","3500","BOS@PHI","BOS","PHI","","","",""
"15036-15954","PG","Kendall","Marshall","9.028571428571428","21","3500","BOS@PHI","PHI","BOS","","","",""
"15036-23248","SG","RJ","Hunter","5.245161290322581","31","3500","BOS@PHI","BOS","PHI","","","",""
"15036-15469","PF","Quincy","Acy","9.648888888888889","45","3500","SAC@NY","SAC","NY","","","",""
"15036-9668","PF","Elton","Brand","10.066666666666666","6","3500","BOS@PHI","PHI","BOS","","","",""
"15036-42202","PF","Christian","Wood","7.992857142857143","14","3500","BOS@PHI","PHI","BOS","","","",""
"15036-15736","C","Jeff","Withey","11.611363636363636","44","3500","UTA@MIL","UTA","MIL","","","",""
"15036-9679","PF","Louis","Amundson","5.358333333333333","24","3500","SAC@NY","NY","SAC","","","",""
"15036-23234","PG","Pablo","Prigioni","7.882608695652174","46","3500","LAC@NO","LAC","NO","","","",""
"15036-15996","PG","Jerian","Grant","10.6953125","64","3500","SAC@NY","NY","SAC","","","",""
"15036-9715","SG","Marco","Belinelli","15.115625","64","3500","SAC@NY","SAC","NY","","","",""
"15036-24244","SF","Cleanthony","Early","1.3900000000000001","10","3500","SAC@NY","NY","SAC","O","Knee","",""
"15036-9928","SF","Sonny","Weems","5.1525","40","3500","BOS@PHI","PHI","BOS","","","",""
"15036-12423","C","Omer","Asik","11.585454545454546","55","3500","LAC@NO","NO","LAC","","","",""
"15036-40208","PG","Raul","Neto","11.674999999999999","68","3500","UTA@MIL","UTA","MIL","","","",""
"15036-9463","C","Kendrick","Perkins","6.891304347826087","23","3500","LAC@NO","NO","LAC","","","",""
"15036-9940","PF","Dante","Cunningham","11.116666666666667","66","3500","LAC@NO","NO","LAC","","","",""
"15036-9941","PF","Jeff","Ayres","3.1333333333333333","6","3500","LAC@NO","LAC","NO","","","",""
"15036-9459","SF","Paul","Pierce","11.354237288135593","59","3500","LAC@NO","LAC","NO","","","",""
"15036-17462","SG","Chris","Johnson","7.651666666666667","60","3500","UTA@MIL","UTA","MIL","","","",""
