mins,fgm,fga,3pm,3pa,ftm,fta,dreb,oreb,reb,ast,stl,blk,to,pf,+/-,pts
42,9,17,1,5,9,17,1,4,5,5,2,0,5,4,4,25
46,11,23,0,4,11,23,0,4,4,3,3,0,2,0,11,26
36,11,16,0,2,11,16,0,4,4,2,0,0,1,1,17,24
36,8,20,2,4,8,20,0,7,7,7,2,0,0,1,20,22
43,8,21,1,7,8,21,0,1,1,7,1,1,4,1,2,21
33,8,16,4,7,8,16,0,7,7,5,0,0,5,0,-18,22
36,6,14,2,4,6,14,1,4,5,7,1,0,2,2,11,25
32,6,18,1,4,6,18,4,1,5,6,3,0,1,1,-10,15
39,2,13,0,3,2,13,2,5,7,0,2,0,4,2,8,9
27,2,7,0,1,2,7,2,3,5,1,1,0,2,4,9,5
17,4,9,0,2,4,9,0,4,4,0,0,0,2,3,-1,8
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0
11,0,0,0,0,0,0,1,1,2,1,0,0,0,1,1,1
12,2,4,2,3,2,4,0,2,2,0,1,0,2,1,-1,7
11,2,3,1,1,2,3,1,4,5,0,0,0,1,0,-1,5
33,5,8,3,6,5,8,1,0,1,3,2,0,2,0,3,13
37,5,10,1,2,5,10,0,1,1,4,0,0,2,1,-6,11
34,8,11,2,4,8,11,1,2,3,3,1,0,3,5,6,21
24,2,11,2,4,2,11,0,1,1,2,1,0,0,3,-9,6
37,3,14,2,5,3,14,2,1,3,1,5,0,2,2,-13,9
33,6,14,1,5,6,14,0,2,2,2,0,1,1,2,-16,15
35,6,11,4,9,6,11,1,2,3,5,1,0,1,1,1,16
25,5,11,4,7,5,11,0,1,1,2,0,0,0,0,-3,15
18,3,7,0,2,3,7,0,2,2,3,1,0,1,3,-15,8
13,3,7,0,0,3,7,0,1,1,0,2,0,0,1,-1,8
37,8,15,0,2,8,15,1,4,5,4,0,1,0,3,0,16
18,1,5,0,0,1,5,0,3,3,0,1,0,0,1,-5,2
11,2,4,0,0,2,4,1,0,1,1,1,1,0,0,-6,4
14,2,5,0,0,2,5,0,1,1,1,1,0,1,1,5,4
13,4,7,0,0,4,7,1,2,3,3,0,1,2,4,10,8
11,2,3,0,0,2,3,0,3,3,2,0,0,0,0,-2,4
11,3,6,0,0,3,6,1,0,1,0,1,0,2,3,-11,6
24,2,5,0,2,2,5,0,4,4,4,1,0,1,4,5,6
29,3,12,0,5,3,12,4,1,5,2,1,1,1,0,1,8
32,5,11,2,5,5,11,1,5,6,5,2,0,1,4,20,13
28,0,5,0,2,0,5,0,2,2,3,3,0,0,2,11,4
28,5,9,3,5,5,9,1,1,2,4,3,1,2,3,24,16
29,6,11,3,6,6,11,0,3,3,2,4,1,1,3,2,16
21,1,4,0,3,1,4,0,2,2,2,0,0,1,3,-3,2
18,5,6,1,1,5,6,1,3,4,0,0,0,1,1,-10,12
22,1,2,0,0,1,2,0,6,6,2,0,4,1,2,4,2
18,1,4,0,2,1,4,1,3,4,1,1,2,0,2,-7,2
12,1,6,1,4,1,6,2,2,4,3,1,0,2,1,0,3
12,1,2,1,1,1,2,0,2,2,1,0,0,0,0,9,5
12,2,5,0,1,2,5,1,1,2,0,0,1,1,2,12,6
10,1,3,1,1,1,3,0,2,2,0,0,0,1,3,-5,3
10,1,1,0,0,1,1,0,2,2,0,1,1,2,0,-9,2
4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0
3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,0,0,1,3,0,0,0,1,0,0,0,0,3,2
13,1,1,0,0,1,1,1,2,3,1,0,0,1,6,-4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,2,0,0,1,2,2,0,2,0,0,1,1,3,-5,3
6,0,0,0,0,0,0,0,1,1,0,0,0,1,1,-7,0
33,5,10,0,1,5,10,4,5,9,0,0,0,2,4,-9,10
30,6,10,0,0,6,10,1,2,3,3,1,0,1,3,9,13
22,6,12,0,0,6,12,4,2,6,0,0,0,0,0,-5,14
24,3,9,0,0,3,9,3,5,8,1,2,0,0,3,-6,8
29,5,7,0,0,5,7,2,4,6,0,0,1,3,3,0,13
22,3,9,0,1,3,9,2,4,6,1,0,0,0,2,-7,7
34,8,16,0,0,8,16,4,9,13,1,0,0,2,2,6,18
20,3,8,0,0,3,8,1,2,3,0,1,0,1,1,7,8
25,5,8,0,0,5,8,1,4,5,2,1,0,3,3,9,10
5,1,2,0,1,1,2,1,2,3,1,2,0,2,1,-1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,2,0,1,0,2,1,1,2,0,0,0,0,0,-3,0
1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6,0,2,0,2,0,2,0,1,1,0,0,0,0,0,4,0
2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,1,1,0,0,0,1,0,0,0,1,-2,2
3,0,2,0,1,0,2,2,1,3,0,0,0,1,0,-5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,6,15,0,5,6,15,2,10,12,4,0,2,4,1,0,15
33,3,11,0,4,3,11,0,12,12,7,0,0,1,1,-24,11
32,9,13,1,2,9,13,0,3,3,3,0,1,3,4,-4,24
33,5,16,0,2,5,16,0,4,4,2,2,2,1,2,-16,12
34,7,15,2,2,7,15,2,3,5,2,1,0,3,3,-8,23
28,6,10,1,4,6,10,1,3,4,2,1,0,2,5,-7,18
39,9,19,1,5,9,19,2,5,7,1,0,0,1,0,-20,26
36,8,16,1,4,8,16,1,6,7,3,1,0,0,3,-5,18
32,12,18,1,4,12,18,0,5,5,4,0,0,4,3,4,27
35,5,11,2,5,5,11,1,5,6,5,1,1,2,2,2,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,2,2,2,2,2,0,2,2,1,0,0,1,1,13,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,9,14,4,6,9,14,1,2,3,2,3,0,1,5,-6,25
31,3,6,1,3,3,6,0,2,2,1,0,0,3,2,-3,9
39,9,16,1,5,9,16,0,5,5,2,3,1,3,3,-2,20
33,6,13,1,1,6,13,0,5,5,2,2,0,1,2,1,14
37,8,18,3,9,8,18,1,1,2,2,3,0,0,2,8,22
35,7,16,1,7,7,16,1,3,4,1,0,2,4,2,-21,16
38,4,8,0,2,4,8,1,6,7,3,1,0,4,2,9,12
38,4,11,0,3,4,11,2,2,4,0,1,1,1,3,7,14
35,7,15,2,4,7,15,3,4,7,2,1,1,0,2,-14,19
34,5,11,1,4,5,11,1,3,4,1,2,0,3,2,-8,15
13,2,5,0,1,2,5,0,0,0,0,1,0,1,3,-8,5
17,1,4,0,0,1,4,0,0,0,1,2,0,0,0,-10,2
19,3,7,2,3,3,7,0,1,1,0,0,0,1,1,-8,8
20,2,3,1,2,2,3,0,3,3,3,0,1,1,0,9,5
27,3,7,2,4,3,7,1,2,3,2,0,2,2,1,14,8
15,1,4,0,0,1,4,0,1,1,2,0,0,1,4,-7,2
15,1,4,0,2,1,4,0,2,2,2,0,1,2,1,3,2
16,0,3,0,1,0,3,1,0,1,1,1,4,1,3,-12,1
21,4,5,1,1,4,5,2,5,7,0,2,0,0,2,4,11
18,1,5,1,4,1,5,0,2,2,0,0,0,0,1,-3,3
21,1,5,1,3,1,5,1,4,5,2,3,0,2,2,22,5
18,5,6,2,2,5,6,0,1,1,2,1,0,2,3,5,12
8,2,3,0,1,2,3,1,2,3,0,1,0,0,0,-6,4
15,2,4,2,3,2,4,0,1,1,0,0,2,0,4,16,6
26,7,11,2,3,7,11,1,3,4,1,0,1,0,2,3,16
17,3,5,1,2,3,5,0,2,2,0,0,0,0,3,-1,9
15,0,2,0,1,0,2,1,4,5,1,0,0,0,1,-8,1
17,3,11,1,6,3,11,1,1,2,0,0,0,0,0,-14,8
30,4,12,0,3,4,12,4,5,9,2,0,2,4,4,-4,12
28,6,7,6,6,6,7,0,3,3,0,2,0,0,1,-1,18
26,0,3,0,1,0,3,2,7,9,5,0,0,0,4,13,2
28,5,9,2,6,5,9,0,3,3,1,0,0,1,4,2,16
36,3,10,1,7,3,10,1,6,7,5,3,1,1,2,-4,7
37,5,11,3,6,5,11,1,2,3,5,1,0,2,3,-4,13
18,1,5,0,3,1,5,3,2,5,2,0,0,0,2,-10,2
25,4,8,4,8,4,8,0,4,4,2,1,2,3,3,11,13
22,0,7,0,4,0,7,0,3,3,2,2,2,0,5,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,0,0,1,2,0,1,1,0,0,0,0,0,-1,2
30,6,14,2,5,6,14,2,6,8,0,1,0,1,1,19,17
34,1,7,0,2,1,7,1,4,5,1,1,1,3,3,11,7
40,6,14,2,4,6,14,2,8,10,5,1,2,4,1,-5,20
29,5,11,1,3,5,11,0,4,4,1,2,0,1,0,15,15
22,6,15,1,1,6,15,1,2,3,3,0,0,0,2,24,21
29,5,11,1,4,5,11,1,3,4,2,2,3,0,0,15,18
25,4,6,1,1,4,6,0,5,5,2,2,0,3,1,-19,16
28,7,12,3,4,7,12,0,1,1,1,1,1,1,1,24,18
35,7,15,3,7,7,15,1,5,6,2,0,0,2,2,-14,24
36,7,14,1,2,7,14,2,5,7,7,0,2,4,1,10,19
33,7,16,0,3,7,16,1,4,5,5,1,1,3,1,-34,16
29,7,12,1,1,7,12,0,1,1,5,1,1,4,1,15,17
35,9,17,1,4,9,17,1,4,5,12,0,0,0,4,21,22
40,11,27,0,5,11,27,3,10,13,9,2,1,1,3,-2,26
38,11,15,1,1,11,15,0,4,4,9,1,1,5,2,1,25
31,7,8,0,1,7,8,0,3,3,9,0,0,2,2,16,21
36,7,16,0,2,7,16,1,8,9,8,1,0,1,3,19,20
34,10,17,0,2,10,17,1,4,5,7,2,2,2,2,14,29
31,4,6,1,3,4,6,1,7,8,0,2,3,2,2,-3,10
18,2,6,0,1,2,6,0,2,2,1,1,0,1,3,6,4
27,3,5,0,1,3,5,0,1,1,1,2,0,0,3,17,9
17,4,4,0,0,4,4,1,2,3,1,0,1,0,0,18,8
32,3,6,0,2,3,6,0,1,1,1,1,3,0,0,24,6
14,1,2,0,0,1,2,1,1,2,2,1,1,0,2,-16,2
20,3,4,1,1,3,4,1,2,3,1,1,0,0,0,11,7
13,1,1,0,0,1,1,1,1,2,0,0,0,0,0,0,2
15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-7,0
7,2,3,0,1,2,3,0,0,0,0,0,0,1,0,2,4
27,2,4,2,2,2,4,2,5,7,2,1,1,2,2,8,6
6,1,2,0,1,1,2,0,0,0,0,0,0,0,1,1,2
28,1,4,0,1,1,4,0,2,2,0,0,1,4,4,-30,2
41,9,23,0,3,9,23,3,5,8,2,0,2,3,0,-10,18
23,5,9,0,2,5,9,1,0,1,3,2,2,2,4,3,10
27,7,10,1,2,7,10,1,6,7,2,1,2,0,2,17,15
36,7,17,1,3,7,17,4,4,8,1,0,0,0,1,0,16
34,5,11,1,3,5,11,3,5,8,3,3,0,0,2,1,11
39,4,12,0,3,4,12,4,12,16,5,1,2,2,0,2,9
27,8,12,2,3,8,12,0,2,2,1,1,1,1,3,15,18
36,6,13,1,5,6,13,2,6,8,6,1,0,2,2,4,15
34,6,12,0,2,6,12,1,3,4,4,1,3,1,3,-14,14
24,0,4,0,1,0,4,3,3,6,3,1,0,2,2,6,4
17,1,3,0,0,1,3,0,1,1,1,0,0,1,2,3,2
6,0,2,0,1,0,2,0,1,1,0,1,0,1,1,-5,0
25,1,3,0,0,1,3,1,3,4,2,1,0,2,4,-7,5
23,1,4,0,0,1,4,0,4,4,2,0,2,1,4,10,3
17,1,4,0,1,1,4,1,1,2,0,1,0,0,1,-12,2
8,0,3,0,1,0,3,0,0,0,0,0,0,0,0,-8,0
4,0,4,0,0,0,4,1,1,2,0,0,0,0,0,4,0
9,1,3,0,0,1,3,0,1,1,0,0,0,1,1,-20,2
1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,4,2
18,2,4,0,0,2,4,1,3,4,0,0,3,1,0,2,4
13,2,3,0,0,2,3,1,2,3,0,0,2,0,2,-6,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-5,0
7,1,4,0,0,1,4,1,0,1,0,0,0,1,2,-12,4
12,1,5,0,0,1,5,2,3,5,1,0,1,1,2,-13,2
16,3,7,0,0,3,7,1,4,5,2,0,1,0,2,-2,8
17,2,6,0,1,2,6,0,2,2,1,1,2,1,2,-12,7
30,8,14,0,4,8,14,0,1,1,0,2,0,2,1,-7,18
22,4,8,3,6,4,8,0,3,3,1,0,0,1,5,8,11
21,4,9,1,3,4,9,0,3,3,1,3,2,1,1,10,11
27,7,12,5,6,7,12,0,6,6,2,2,0,0,3,15,19
20,1,4,0,1,1,4,0,1,1,3,0,0,1,0,-11,2
31,6,9,2,2,6,9,0,4,4,3,2,0,1,6,-12,14
28,2,7,2,5,2,7,0,2,2,2,1,0,0,1,-5,6
27,3,12,0,4,3,12,1,1,2,1,1,0,1,5,2,6
28,5,8,2,5,5,8,0,3,3,1,1,0,0,3,17,13
32,7,15,2,6,7,15,1,2,3,1,1,0,2,3,25,20
36,6,10,1,3,6,10,1,4,5,3,2,1,1,4,-9,16
35,6,9,2,4,6,9,1,1,2,2,4,0,1,3,5,16
32,6,13,2,5,6,13,1,7,8,2,2,0,0,3,6,14
21,4,12,1,4,4,12,1,1,2,1,1,0,2,3,11,10
30,6,11,2,4,6,11,1,5,6,2,0,0,1,2,-17,15
36,7,11,1,2,7,11,2,6,8,2,4,0,0,4,-9,15
15,0,3,0,2,0,3,0,2,2,0,1,0,0,2,-10,2
12,4,9,1,5,4,9,1,2,3,0,0,0,0,0,5,9
24,6,10,1,4,6,10,0,2,2,0,1,0,1,2,7,16
17,1,6,0,4,1,6,0,0,0,0,0,1,1,2,19,2
24,5,5,2,2,5,5,0,1,1,1,1,0,0,0,18,12
28,5,9,4,8,5,9,0,1,1,1,0,1,1,2,-3,14
22,4,4,2,2,4,4,0,2,2,1,0,0,2,0,3,13
33,6,10,5,7,6,10,1,3,4,2,4,0,2,4,25,18
31,6,12,3,8,6,12,0,2,2,1,1,0,0,0,14,15
22,2,9,1,5,2,9,1,4,5,1,1,2,0,0,23,6
22,2,4,1,3,2,4,0,0,0,0,0,0,0,0,8,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,9,2,3,3,9,0,4,4,3,2,3,2,5,8,8
20,0,4,0,3,0,4,0,1,1,3,1,0,1,1,19,0
27,2,3,2,3,2,3,1,4,5,5,0,0,1,0,2,6
21,1,7,1,4,1,7,1,1,2,0,0,0,1,0,1,5
28,2,8,0,4,2,8,0,7,7,1,0,2,0,1,13,4
13,1,1,0,0,1,1,1,1,2,1,0,1,0,0,4,4
22,4,8,4,8,4,8,1,4,5,2,1,4,0,0,20,12
22,1,4,1,2,1,4,1,3,4,3,2,0,1,2,-13,3
28,6,9,6,8,6,9,1,5,6,3,3,1,0,2,12,18
23,2,4,1,3,2,4,2,1,3,1,0,0,0,1,-10,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,0,0,2,2,2,5,7,0,1,0,1,1,-3,4
5,0,1,0,0,0,1,0,2,2,0,0,0,1,1,-3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,2,0,0,1,2,0,2,2,0,0,0,0,0,6,2
36,5,7,0,0,5,7,4,6,10,0,1,2,2,5,-3,15
34,4,9,0,0,4,9,2,9,11,1,2,2,2,1,-17,14
26,6,11,0,0,6,11,3,12,15,0,1,3,2,1,25,14
45,11,16,0,0,11,16,10,16,26,4,1,1,4,2,-4,36
1,0,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0
23,3,5,0,0,3,5,2,6,8,1,0,2,2,1,-12,13
21,2,6,0,0,2,6,3,5,8,1,2,1,2,1,-7,8
29,7,11,0,0,7,11,2,5,7,0,0,0,2,2,-1,20
8,0,3,0,1,0,3,0,0,0,0,1,0,3,0,-2,0
14,0,2,0,2,0,2,1,2,3,0,0,0,0,4,-3,0
24,0,2,0,1,0,2,0,2,2,3,1,0,1,1,-1,2
17,1,4,0,1,1,4,1,2,3,0,0,0,0,2,-1,3
12,0,4,0,2,0,4,0,5,5,0,0,0,0,2,-12,3
25,1,1,0,0,1,1,0,2,2,6,2,0,1,1,16,3
17,1,2,1,2,1,2,0,2,2,0,0,0,0,5,1,3
19,3,6,1,2,3,6,1,4,5,3,3,0,1,1,16,10
13,0,0,0,0,0,0,0,1,1,1,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,5,1,3,3,5,0,0,0,1,0,0,1,4,-4,8
17,0,3,0,3,0,3,0,1,1,0,1,0,0,1,-5,0
13,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0
7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,3,10,1,5,3,10,0,5,5,1,1,0,1,1,6,7
22,6,13,0,3,6,13,0,0,0,1,3,0,0,3,-8,15
37,4,6,1,1,4,6,1,5,6,5,1,0,1,0,4,9
28,6,11,0,1,6,11,0,1,1,2,0,0,2,4,-7,16
30,2,6,1,2,2,6,0,1,1,4,0,0,3,3,-11,7
40,7,17,2,5,7,17,1,4,5,5,0,1,5,3,23,26
50,8,19,2,4,8,19,1,6,7,11,0,0,3,4,5,20
17,2,8,0,2,2,8,0,2,2,1,1,0,1,1,-23,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,6,0,0,3,6,2,2,4,1,0,0,0,0,4,7
22,6,10,0,0,6,10,4,9,13,0,1,0,2,4,3,17
9,1,1,0,0,1,1,1,0,1,0,0,0,0,1,-8,2
13,4,6,0,0,4,6,4,2,6,0,1,0,0,1,-3,12
17,5,9,0,0,5,9,3,7,10,0,0,0,0,4,3,13
10,0,1,0,0,0,1,1,2,3,1,0,0,0,1,2,3
16,1,6,0,0,1,6,0,1,1,1,1,2,3,2,-21,2
23,2,7,1,3,2,7,0,1,1,1,1,1,1,1,-24,5
21,4,6,0,0,4,6,0,0,0,3,2,0,3,1,-12,8
23,3,10,1,3,3,10,0,0,0,7,0,0,0,2,-16,7
13,1,5,0,1,1,5,0,0,0,3,1,0,1,0,-15,2
21,4,7,0,1,4,7,0,3,3,4,4,2,0,0,3,9
25,1,5,0,1,1,5,0,3,3,6,2,0,3,1,1,7
18,0,5,0,2,0,5,1,2,3,0,0,0,3,2,-11,0
26,5,8,1,4,5,8,0,3,3,6,0,0,4,2,-1,13
6,1,3,0,0,1,3,0,1,1,0,0,1,3,1,-3,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,0,1,1,2,0,0,0,0,0,0,0,2,-2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,0,1,0,1,0,1,0,0,0,1,0,0,1,1,6,0
18,1,2,0,0,1,2,0,2,2,1,0,1,0,3,2,2
15,3,6,0,0,3,6,1,2,3,0,0,1,1,5,-19,6
20,5,9,0,0,5,9,2,3,5,0,0,0,0,2,-1,11
22,5,6,0,0,5,6,2,3,5,1,2,2,0,2,2,11
21,3,8,0,0,3,8,4,2,6,0,0,1,0,0,3,6
15,2,2,0,0,2,2,0,3,3,0,0,0,1,2,-3,4
16,5,7,0,0,5,7,0,1,1,1,0,0,0,3,7,10
19,5,6,0,0,5,6,4,4,8,1,0,0,1,2,-6,12
11,3,6,0,0,3,6,1,2,3,0,0,0,1,4,-1,6
24,4,8,3,5,4,8,0,1,1,5,1,0,0,1,-3,16
25,7,13,1,3,7,13,3,0,3,2,1,0,0,2,14,18
9,2,6,0,3,2,6,0,1,1,1,1,0,3,2,-2,4
26,7,14,1,2,7,14,0,1,1,2,1,0,4,4,2,17
30,4,9,1,5,4,9,0,3,3,4,0,0,2,2,-5,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,10,2,3,5,10,0,4,4,3,0,0,1,2,1,12
25,2,9,0,4,2,9,0,3,3,0,1,0,0,2,4,10
22,5,9,0,0,5,9,0,4,4,1,0,0,1,1,1,11
22,3,6,1,1,3,6,0,2,2,0,0,0,1,1,4,7
12,3,5,1,2,3,5,0,2,2,2,0,0,1,4,-12,7
22,6,12,0,2,6,12,0,2,2,0,0,0,0,4,-20,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,5,5,2,2,5,5,0,1,1,0,0,0,0,0,-3,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,2,1,1,1,2,0,0,0,0,1,0,1,1,-2,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,0,1,1,2,0,0,0,0,0,0,0,0,-3,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4,9,0,2,4,9,0,3,3,4,0,0,2,0,13,8
28,2,7,1,1,2,7,0,4,4,1,2,0,3,1,-16,5
33,6,11,4,6,6,11,1,4,5,3,1,0,0,1,5,16
46,13,20,3,6,13,20,0,8,8,2,1,0,1,2,13,30
37,8,16,4,6,8,16,1,4,5,3,1,0,1,1,5,26
36,10,15,5,6,10,15,0,6,6,3,1,1,1,2,-30,31
35,5,11,2,6,5,11,0,9,9,4,0,0,0,1,-6,17
35,8,13,4,6,8,13,0,7,7,1,1,0,1,3,-7,23
34,8,15,3,7,8,15,1,9,10,3,0,0,3,4,4,19
11,2,5,0,2,2,5,1,2,3,2,0,0,1,2,-6,4
21,3,7,0,2,3,7,3,6,9,3,0,0,0,2,-11,7
16,0,1,0,1,0,1,0,0,0,1,0,1,0,0,-5,0
27,2,8,0,2,2,8,1,5,6,3,0,0,1,1,-3,6
32,7,14,1,4,7,14,3,7,10,3,0,1,0,3,11,16
34,1,7,0,2,1,7,3,7,10,3,2,1,0,2,11,2
30,7,10,4,5,7,10,2,5,7,0,2,0,1,6,2,18
26,3,7,2,3,3,7,1,3,4,2,0,0,1,2,-6,9
25,2,6,1,3,2,6,0,5,5,4,1,0,0,3,-17,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,0,0,1,2,0,0,0,0,0,0,0,0,1,2
11,1,2,0,0,1,2,0,1,1,0,0,0,0,1,-10,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2,4,0,0,2,4,3,3,6,1,1,0,1,1,-3,4
19,1,3,1,2,1,3,2,7,9,0,0,0,1,2,3,3
11,3,3,0,0,3,3,2,1,3,0,0,0,0,2,4,6
14,1,3,0,0,1,3,1,1,2,0,0,0,0,1,-17,2
19,3,4,0,0,3,4,0,1,1,0,0,0,0,1,6,6
14,2,2,0,0,2,2,0,2,2,0,0,0,0,1,-10,4
27,3,3,0,0,3,3,0,4,4,3,1,2,1,1,12,6
27,1,1,1,1,1,1,0,2,2,1,0,0,0,0,-6,3
29,0,2,0,1,0,2,0,5,5,1,1,1,0,2,-7,0
16,3,5,0,0,3,5,1,0,1,1,0,0,0,0,-4,6
29,2,4,0,0,2,4,0,4,4,1,1,0,0,1,-18,4
22,1,3,0,0,1,3,0,1,1,4,0,0,1,2,-2,2
26,0,3,0,1,0,3,0,2,2,1,0,1,1,2,-8,0
22,4,5,0,0,4,5,3,4,7,1,1,1,1,3,15,8
18,0,3,0,0,0,3,3,1,4,0,0,0,2,0,-7,0
20,6,8,0,0,6,8,0,3,3,1,0,0,0,0,-2,15
20,2,3,0,0,2,3,1,3,4,2,0,0,1,5,4,4
29,2,5,0,0,2,5,2,5,7,0,2,0,2,2,-8,4
22,2,5,0,0,2,5,4,2,6,2,1,0,1,2,0,5
29,4,6,0,0,4,6,4,5,9,1,0,3,2,5,0,9
27,1,4,0,0,1,4,0,5,5,2,1,0,1,0,10,2
20,1,4,0,0,1,4,5,7,12,0,1,2,1,1,5,4
16,2,4,0,0,2,4,3,3,6,0,0,0,0,3,6,4
29,6,8,0,0,6,8,1,6,7,1,1,1,1,4,-5,13
25,3,4,0,0,3,4,1,4,5,2,2,0,1,5,14,10
22,5,6,0,0,5,6,4,6,10,2,3,0,2,4,-12,10
21,3,5,0,0,3,5,0,4,4,0,1,0,3,2,-7,7
11,0,0,0,0,0,0,1,1,2,0,0,1,1,1,-3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,4,7,0,0,4,7,6,4,10,2,2,0,1,3,3,12
30,1,4,0,0,1,4,2,4,6,2,0,2,2,1,8,8
23,4,5,4,5,4,5,0,4,4,0,0,0,1,1,-2,14
16,1,6,0,2,1,6,0,2,2,0,0,0,0,0,-15,3
21,3,8,0,3,3,8,0,1,1,2,0,0,2,0,-27,7
23,3,6,1,3,3,6,1,1,2,1,1,0,3,3,-14,9
30,3,9,1,5,3,9,1,4,5,0,1,0,2,0,-4,7
23,5,9,2,4,5,9,0,1,1,0,0,0,2,3,-4,14
29,7,12,4,6,7,12,2,1,3,3,0,0,2,1,1,18
23,3,8,3,6,3,8,0,2,2,1,0,0,0,0,1,11
19,0,4,0,3,0,4,0,1,1,0,0,0,0,2,-24,0
20,1,3,1,2,1,3,0,1,1,1,1,0,0,1,-4,3
29,7,14,1,2,7,14,1,2,3,2,1,0,2,0,-6,15
31,7,15,0,6,7,15,0,0,0,0,1,0,2,1,9,17
26,7,14,2,3,7,14,0,1,1,3,1,0,0,2,10,16
37,10,23,3,9,10,23,0,3,3,2,1,0,0,3,-4,25
31,5,13,2,4,5,13,1,2,3,3,0,0,1,1,4,12
19,4,7,2,3,4,7,0,3,3,3,0,0,0,2,8,12
22,0,8,0,3,0,8,0,0,0,6,0,0,0,2,-8,0
19,4,10,3,7,4,10,0,1,1,1,0,0,1,3,28,11
19,4,11,4,10,4,11,0,1,1,1,2,0,0,1,10,12
