"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"14852-9447","SG","Joe","Johnson","22.184745762711866","59","5600","PHO@MIA","MIA","PHO","","","",""
"14852-9722","PG","Deron","Williams","25.786538461538463","52","5600","SAC@DAL","DAL","SAC","","","",""
"14852-9624","PG","Darren","Collison","22.12222222222222","54","5400","SAC@DAL","SAC","DAL","","","",""
"14852-9454","C","Zaza","Pachulia","26.248214285714287","56","5400","SAC@DAL","DAL","SAC","","","",""
"14852-9556","SG","Eric","Gordon","22.751162790697673","43","5300","SA@NO","NO","SA","","","",""
"14852-15814","C","Alex","Len","18.47142857142857","56","5300","PHO@MIA","PHO","MIA","","","",""
"14852-9702","PG","Tony","Parker","23.40727272727273","55","5300","SA@NO","SA","NO","","","",""
"14852-9710","C","Tim","Duncan","24.355555555555554","45","5200","SA@NO","SA","NO","","","",""
"14852-14527","PG","Norris","Cole","19.816666666666666","42","4900","SA@NO","NO","SA","","","",""
"14852-14516","C","Enes","Kanter","21.67377049180328","61","4800","OKC@GS","OKC","GS","","","",""
"14852-9601","C","Andrew","Bogut","20.811764705882354","51","4800","OKC@GS","GS","OKC","","","",""
"14852-23407","SF","P.J.","Tucker","18.646666666666665","60","4700","PHO@MIA","PHO","MIA","","","",""
"14852-23178","PF","Mirza","Teletovic","16.78793103448276","58","4700","PHO@MIA","PHO","MIA","","","",""
"14852-9960","SF","Omri","Casspi","22.116981132075473","53","4700","SAC@DAL","SAC","DAL","","","",""
"14852-58460","SG","Devin","Booker","15.785185185185185","54","4700","PHO@MIA","PHO","MIA","","","",""
"14852-23824","SG","Archie","Goodwin","15.272499999999999","40","4600","PHO@MIA","PHO","MIA","","","",""
"14852-9465","PG","Raymond","Felton","19.401666666666664","60","4600","SAC@DAL","DAL","SAC","GTD","Ankle","",""
"14852-9799","SG","Wesley","Matthews","20.31578947368421","57","4500","SAC@DAL","DAL","SAC","","","",""
"14852-9704","SG","Manu","Ginobili","19.404651162790696","43","4500","SA@NO","SA","NO","O","Groin","",""
"14852-58084","SF","Justise","Winslow","15.7","57","4400","PHO@MIA","MIA","PHO","","","",""
"14852-9473","C","Tyson","Chandler","18.367346938775512","49","4400","PHO@MIA","PHO","MIA","","","",""
"14852-9758","SG","Danny","Green","17.209999999999997","60","4400","SA@NO","SA","NO","","","",""
"14852-9638","PF","David","Lee","16.40294117647059","34","4400","SAC@DAL","DAL","SAC","","","",""
"14852-15946","SF","Harrison","Barnes","20.77906976744186","43","4300","OKC@GS","GS","OKC","","","",""
"14852-23169","C","Steven","Adams","18.17966101694915","59","4200","OKC@GS","OKC","GS","","","",""
"14852-23823","PF","Willie","Cauley-Stein","16.43111111111111","45","4100","SAC@DAL","SAC","DAL","","","",""
"14852-9664","SF","Andre","Iguodala","19.4280701754386","57","4100","OKC@GS","GS","OKC","GTD","Hamstring","",""
"14852-9629","PF","David","West","15.5864406779661","59","4000","SA@NO","SA","NO","","","",""
"14852-9939","PG","Patrick","Mills","15.805","60","4000","SA@NO","SA","NO","","","",""
"14852-16220","SG","Dion","Waiters","16.729508196721312","61","3900","OKC@GS","OKC","GS","","","",""
"14852-9680","PF","Amar'e","Stoudemire","13.39375","32","3800","PHO@MIA","MIA","PHO","","","",""
"14852-9723","PG","Ronnie","Price","11.0875","40","3800","PHO@MIA","PHO","MIA","","","",""
"14852-9495","PG","Jose Juan","Barea","16.992727272727272","55","3700","SAC@DAL","DAL","SAC","","","",""
"14852-16233","SG","Josh","Richardson","7.743333333333334","30","3700","PHO@MIA","MIA","PHO","","","",""
"14852-9778","PF","Josh","McRoberts","11.046666666666665","30","3600","PHO@MIA","MIA","PHO","","","",""
"14852-14539","PF","Jon","Leuer","17.86122448979592","49","3600","PHO@MIA","PHO","MIA","","","",""
"14852-9751","PG","Toney","Douglas","11.792105263157895","38","3600","SA@NO","NO","SA","","","",""
"14852-15583","SG","Seth","Curry","6.314285714285715","28","3600","SAC@DAL","SAC","DAL","GTD","Foot","",""
"14852-9643","PG","Shaun","Livingston","13.455357142857142","56","3600","OKC@GS","GS","OKC","","","",""
"14852-15727","SG","Ben","McLemore","12.312727272727274","55","3600","SAC@DAL","SAC","DAL","","","",""
"14852-15469","PF","Quincy","Acy","9.397222222222222","36","3600","SAC@DAL","SAC","DAL","","","",""
"14852-23716","SF","Kyle","Anderson","10.573214285714286","56","3600","SA@NO","SA","NO","","","",""
"14852-12391","PF","Jeremy","Evans","5.3933333333333335","30","3500","SAC@DAL","DAL","SAC","","","",""
"14852-9490","C","Anderson","Varejao","7.591428571428571","35","3500","OKC@GS","GS","OKC","","","",""
"14852-15548","SG","Andre","Roberson","12.204","50","3500","OKC@GS","OKC","GS","","","",""
"14852-48567","PG","Cameron","Payne","10.807142857142857","42","3500","OKC@GS","OKC","GS","","","",""
"14852-9529","SG","Anthony","Morrow","7.9079999999999995","50","3500","OKC@GS","OKC","GS","","","",""
"14852-9739","C","JaVale","McGee","11.609375","32","3500","SAC@DAL","DAL","SAC","","","",""
"14852-9736","SF","Caron","Butler","5.522222222222222","9","3500","SAC@DAL","SAC","DAL","","","",""
"14852-16063","PF","Eric","Moreland","3.84","5","3500","SAC@DAL","SAC","DAL","O","Foot","",""
"14852-9733","SG","Randy","Foye","11.756666666666666","60","3500","OKC@GS","OKC","GS","","","",""
"14852-9520","PF","Charlie","Villanueva","9.685714285714287","49","3500","SAC@DAL","DAL","SAC","","","",""
"14852-12364","SG","James","Anderson","4.877142857142857","35","3500","SAC@DAL","SAC","DAL","","","",""
"14852-9731","C","Kosta","Koufos","15.37758620689655","58","3500","SAC@DAL","SAC","DAL","","","",""
"14852-63826","C","Boban","Marjanovic","10.102500000000001","40","3500","SA@NO","SA","NO","","","",""
"14852-14532","SF","Kyle","Singler","6.516","50","3500","OKC@GS","OKC","GS","","","",""
"14852-18352","PG","Ray","McCallum","5.216129032258064","31","3500","SA@NO","SA","NO","","","",""
"14852-9559","SF","Rasual","Butler","6.506976744186047","43","3500","SA@NO","SA","NO","","","",""
"14852-64017","C","Salah","Mejri","7.969999999999999","20","3500","SAC@DAL","DAL","SAC","","","",""
"14852-16335","SG","John","Jenkins","4.991666666666666","24","3500","PHO@MIA","PHO","MIA","","","",""
"14852-9849","SG","Gerald","Green","15.09423076923077","52","3500","PHO@MIA","MIA","PHO","","","",""
"14852-9549","SG","Brandon","Rush","9.814","50","3500","OKC@GS","GS","OKC","","","",""
"14852-58576","PF","Kevon","Looney","4","5","3500","OKC@GS","GS","OKC","","","",""
"14852-12349","SF","Luke","Babbitt","6.996296296296295","27","3500","SA@NO","NO","SA","","","",""
"14852-9804","C","Alexis","Ajinca","10.970212765957447","47","3500","SA@NO","NO","SA","","","",""
"14852-9589","PF","Udonis","Haslem","5.355555555555555","27","3500","PHO@MIA","MIA","PHO","","","",""
"14852-16100","PG","Bryce","Cotton","3.1666666666666665","3","3500","PHO@MIA","PHO","MIA","","","",""
"14852-16629","SG","Bryce","Jones","12.292857142857143","14","3500","SA@NO","NO","SA","O","Wrist","",""
"14852-11104","SF","Alonzo","Gee","10.259322033898304","59","3500","SA@NO","NO","SA","","","",""
"14852-23799","PF","Mitch","McGary","2.55","18","3500","OKC@GS","OKC","GS","","","",""
"14852-17747","SG","Ian","Clark","7.070212765957447","47","3500","OKC@GS","GS","OKC","","","",""
"14852-18821","SG","Jonathon","Simmons","9.282608695652174","46","3500","SA@NO","SA","NO","","","",""
"14852-9613","SG","Devin","Harris","14.166666666666666","45","3500","SAC@DAL","DAL","SAC","","","",""
"14852-9649","PF","Nick","Collison","6.781632653061224","49","3500","OKC@GS","OKC","GS","","","",""
"14852-15925","PG","Phil (Flip)","Pressey","12.078947368421053","19","3500","PHO@MIA","PHO","MIA","","","",""
"14852-23744","SF","Justin","Anderson","5.621052631578947","38","3500","SAC@DAL","DAL","SAC","","","",""
"14852-16191","SF","Josh","Huestis","0","0","3500","OKC@GS","OKC","GS","","","",""
"14852-16925","PF","Jarnell","Stokes","2.185714285714286","7","3500","SA@NO","NO","SA","","","",""
"14852-16443","PF","Duje","Dukan","0","0","3500","SAC@DAL","SAC","DAL","","","",""
"14852-9952","C","DeJuan","Blair","5.203448275862068","29","3500","PHO@MIA","PHO","MIA","","","",""
"14852-9682","PG","Andre","Miller","7.488888888888888","27","3500","SA@NO","SA","NO","","","",""
"14852-15964","PG","Lorenzo","Brown","5.4875","8","3500","PHO@MIA","PHO","MIA","","","",""
"14852-9693","PG","Beno","Udrih","10.054545454545455","44","3500","PHO@MIA","MIA","PHO","O","Foot","",""
"14852-15955","PF","James Michael","McAdoo","4.896153846153846","26","3500","OKC@GS","GS","OKC","","","",""
"14852-16196","PF","Dwight","Powell","13.608771929824563","57","3500","SAC@DAL","DAL","SAC","","","",""
"14852-15475","PF","Cory","Jefferson","5.4","8","3500","PHO@MIA","PHO","MIA","","","",""
"14852-9671","PF","Marreese","Speights","11.648979591836733","49","3500","OKC@GS","GS","OKC","","","",""
"14852-9674","SG","Leandro","Barbosa","11.1","46","3500","OKC@GS","GS","OKC","","","",""
"14852-9715","SG","Marco","Belinelli","15.498245614035087","57","3500","SAC@DAL","SAC","DAL","","","",""
"14852-9928","SF","Sonny","Weems","5.485714285714286","35","3500","PHO@MIA","PHO","MIA","","","",""
"14852-12423","C","Omer","Asik","12.216666666666667","48","3500","SA@NO","NO","SA","O","Ankle","",""
"14852-9463","C","Kendrick","Perkins","6.02","15","3500","SA@NO","NO","SA","","","",""
"14852-9940","PF","Dante","Cunningham","10.643859649122808","57","3500","SA@NO","NO","SA","GTD","Knee","",""
"14852-9709","C","Matt","Bonner","4.2299999999999995","20","3500","SA@NO","SA","NO","","","",""
"14852-9471","PF","Boris","Diaw","14.058333333333334","60","3500","SA@NO","SA","NO","","","",""
