mins,fgm,fga,3pm,3pa,ftm,fta,dreb,oreb,reb,ast,stl,blk,to,pf,+/-,pts
20.935211939,1.5652173913,4.69270292252,0.686424474187,2.25218568521,1.2248351644,1.80253147814,0.245430809399,2.32728071998,2.71530543759,1.30890052356,0.422048997773,0.0502564102564,0.588888888889,1.86798179059,1.35856055034,4.92857142857
28.6536004804,5.35593220339,12.6540287127,0.105405405405,1.20796520119,3.03490354305,3.6814566515,1.67716535433,5.03631061862,6.86627568686,2.13895216401,0.854337152209,0.341201716738,1.25968992248,2.51743375174,1.16457068021,16.7165109034
13.0774083589,1.06769230769,1.70518913679,0.0117762512267,0.547988706649,0.261784207203,0.626736906494,0.245430809399,2.02389263927,2.46318906933,0.257796257796,0.422048997773,4.0,0.588888888889,1.86798179059,-1.82762094066,11.2
19.8424157812,3.31,6.49994518644,1.11111111111,3.47135887426,1.43946143937,1.7860069757,0.315242494226,2.17215895898,2.61074103122,0.363184079602,0.422048997773,0.186891628812,0.944751381215,1.86798179059,-0.429096936196,6.21388888889
27.7222600267,7.06060606061,13.981179667,1.15753424658,4.61800018666,3.36529884809,4.2489355954,0.315242494226,2.2604709925,2.53427837579,1.58181818182,0.854337152209,0.186891628812,1.77828054299,1.20754716981,2.74122742247,16.7165109034
1.28072314746,0.25621414914,0.114814994732,0.0117762512267,0.16014218948,-0.118066877579,-0.0672637131138,0.0491803278689,0.133549044852,0.169333299632,0.0690690690691,0.0820189274448,0.0502564102564,0.0807560137457,0.245283018868,-1.15553877873,0.645083932854
5.01831769973,0.711180124224,1.7766680198,0.2482946794,0.877481855632,0.228388802736,0.355520385351,0.230769230769,1.15759102286,1.58439028445,0.257796257796,0.0820189274448,0.186891628812,0.0807560137457,0.847457627119,-0.637303538958,1.44864864865
19.1469128555,2.39512195122,6.34844252662,0.0117762512267,0.532316858537,1.67487776817,2.44376229484,1.27900552486,3.43165738887,4.64311056023,1.46153846154,0.588555858311,0.506329113924,1.25968992248,2.51743375174,-0.310769424478,6.21388888889
31.4461946261,3.13483146067,9.03587606376,1.53260869565,4.58562771461,1.85113106494,2.39257791626,0.886554621849,4.53417777519,5.7940505606,2.13895216401,0.933867735471,0.530726256983,1.25968992248,3.14233576642,0.69157759957,9.0046728972
24.6007178945,8.43103448276,13.6140181885,0.756097560976,2.85934000317,3.72424293437,4.75825993847,0.886554621849,3.69426598429,5.2115057537,5.79396984925,0.933867735471,0.265151515152,1.57142857143,2.77966101695,4.33457894099,21.6966666667
5.72960112301,0.711180124224,0.907528998636,0.0117762512267,0.182121971145,0.128362393192,0.23053438343,0.5,0.926509165984,1.34878836764,0.257796257796,0.126637554585,0.186891628812,0.326409495549,1.65217391304,0.847366367431,1.44864864865
